Id,Start time,Completion time,Email,Name,Choose Chancellor/ Associate Deanship/School:,Chancellor Units,Deanship of Academic Affairs Units,Deanship of Investigation,Deanship of Students,Deanship of Administration,School of Medicine,School of Dental Medicine,School of Nursing,School of Pharmacy,School of Health Professions,Graduate School of Public Health,Staff or Faculty member completing this information (first and last name; Ex: Juan Del Pueblo),Institutional Email (@upr.edu),Project or Iniciative,Brief description of the project or initiative,Strategic Topic for the Project or Initiative,Select Goal for the ACADEMIC EXCELLENCE AND INNOVATION for the Project or Iniciative - A,Select Goal for the RESEARCH TRANSFORMATION for the Project or Iniciative - B,"Select Goal for the FISCAL SUSTAINABILITY, INFRASTRUCTURE RENEWAL, AND ADMINISTRATIVE EFFICIENCY for the Project or Iniciative - C",Select Goal for the WELL-BEING OF THE UNIVERSITY COMMUNITY AND SOCIAL COMMITMENT for the Project or Iniciative - D,Select the Objective of the selected Goal 1A,Select the Objective of the selected Goal 2A,Select the Objective of the selected Goal 3A,Select the Objective of the selected Goal 1B,Select the Objective of the selected Goal 1C,Select the Objective of the selected Goal 2C,Select the Objective of the selected Goal 3C,Select the Objective of the selected Goal 1D,Select the Objective of the selected Goal 2D,Select the Objective of the selected Goal 3D,Person Responsible for the Project or Initiative,Does the Project/Initiative have a source of income?,Source(s) of Income,Estimated cost of the strategy/initiative in US$ (Academic Year 2025-2026) (Example: 10000.00),Funding Status
438,02/12/2026 08:33,02/12/2026 08:48,philip.brown@upr.edu,PHILIP BROWN,School of Pharmacy,,,,,,,,,Office of the Dean - Pharmacy,,,Philip Brown,philip.brown@upr.edu,Student Recruitment Campaign - Multi-lateral solution-oriented software,This project aims to improve outcomes through innovative approaches and collaborative efforts.,A. ACADEMIC EXCELLENCE AND INNOVATION,Goal 2: Foster professional development of faculty and non-teaching staff to support educational excellence.,,,,,,,,,,,,,,Heather Juarez,Yes,FGF - F GRANTS FEDERALES (40231-39);FIP - PAREO FONDO INSTITUCIONAL (40120),130623.85,Pending
439,02/05/2026 12:03,02/05/2026 12:16,kara.jimenez@upr.edu,KARA JIMENEZ,Dean of Administration,,,,,Office of the Dean of Administration,,,,,,,Kara Jimenez,kara.jimenez@upr.edu,Infrastructure Improvement - Switchable foreground time-frame,A comprehensive initiative focused on enhancing quality and implementing best practices.,"C. FISCAL SUSTAINABILITY, INFRASTRUCTURE RENEWAL, AND ADMINISTRATIVE EFFICIENCY",,,Goal 3: Increase and diversify funding sources for budget sustainability.,,,,,,,,,,,,Allison Watson,Yes,CPF - MEJORAS PERMANENTES (40411-69);RMF - F PAREO GRANTS (40320),193423.99,Pending
440,02/12/2026 18:40,02/12/2026 18:43,geoffrey.dawson@upr.edu,GEOFFREY DAWSON,Dean of Administration,,,,,Human Resources,,,,,,,Geoffrey Dawson,geoffrey.dawson@upr.edu,Student Research Fellowship - Vision-oriented incremental model,This initiative will transform our operations through technology and process improvement.,B. RESEARCH TRANSFORMATION,,Goal 2: Maintain RCM leadership in innovation and clinical/scientific research for sustainable local and global development.,,,,,,,,,,,,,Brian Baxter,Yes,CPF - MEJORAS PERMANENTES (40411-69),88229.22,New
441,01/29/2026 19:14,01/29/2026 19:20,michael.jones@upr.edu,MICHAEL JONES,Dean of Investigation,,,Research Development Office,,,,,,,,,Michael Jones,michael.jones@upr.edu,Administrative Automation - Assimilated regional Internet solution,This project addresses critical needs by developing strategic solutions and community partnerships.,"C. FISCAL SUSTAINABILITY, INFRASTRUCTURE RENEWAL, AND ADMINISTRATIVE EFFICIENCY",,,Goal 3: Increase and diversify funding sources for budget sustainability.,,,,,,,,,,,,Stephen Jones,Yes,REVF - FONDOS ROTATORIOS (40380);FGF - F GRANTS FEDERALES (40231-39);EMPAUX - F EMP AUX (20181),8219.18,Pending
442,02/14/2026 06:30,02/14/2026 06:32,donald.thomas@upr.edu,DONALD THOMAS,Dean of Academic Affairs,,Library Services,,,,,,,,,,Donald Thomas,donald.thomas@upr.edu,Student Recruitment Campaign - Grass-roots background capacity,This initiative will transform our operations through technology and process improvement.,A. ACADEMIC EXCELLENCE AND INNOVATION,"Goal 1: Incorporate high-quality academic program offerings that are relevant, competitive, and respond to the evolution of health needs, focusing on sectors with the greatest need.",,,,,,,,,,,,,,Rachel Duke,No,,,N/A
443,02/10/2026 03:41,02/10/2026 03:52,lisa.gonzalez@upr.edu,LISA GONZALEZ,School of Medicine,,,,,,Department of Pathology,,,,,,Lisa Gonzalez,lisa.gonzalez@upr.edu,Staff Training Program - Switchable client-server data-warehouse,A comprehensive initiative focused on enhancing quality and implementing best practices.,"C. FISCAL SUSTAINABILITY, INFRASTRUCTURE RENEWAL, AND ADMINISTRATIVE EFFICIENCY",,,Goal 1: Transform RCM through process reengineering under principles of efficiency and efficacy.,,,,,,,,,,,,Madison Colon,Yes,REVF - FONDOS ROTATORIOS (40380);FIP - PAREO FONDO INSTITUCIONAL (40120);ISTFA - AYUDA INST ASIST ECON EST (40275),171435.02,Pending
444,02/15/2026 15:37,02/15/2026 15:51,matthew.walsh@upr.edu,MATTHEW WALSH,School of Nursing,,,,,,,,Nursing Simulation Center,,,,Matthew Walsh,matthew.walsh@upr.edu,Grant Writing Support - Extended multi-state customer loyalty,This project addresses critical needs by developing strategic solutions and community partnerships.,B. RESEARCH TRANSFORMATION,,"Goal 1: Prioritize research at the RCM by maximizing the use of resources (human, fiscal, and physical) improving the efficiency of administrative processes, promoting dissemination activities and transdisciplinary collaboration, which in turn result in the generation of external funds.",,,,,,,,,,,,,Lisa Molina,No,,,N/A
445,02/13/2026 02:38,02/13/2026 02:42,stuart.robertson@upr.edu,STUART ROBERTSON,Graduate School of Public Health,,,,,,,,,,,Department of Biostatistics,Stuart Robertson,stuart.robertson@upr.edu,Purchasing System Upgrade - Balanced logistical support,This project aims to improve outcomes through innovative approaches and collaborative efforts.,"C. FISCAL SUSTAINABILITY, INFRASTRUCTURE RENEWAL, AND ADMINISTRATIVE EFFICIENCY",,,Goal 2: Strengthen physical and technological infrastructure for optimal service quality.,,,,,,,,,,,,Kelly Peterson,Yes,REVF - FONDOS ROTATORIOS (40380);FSTAID - F AYUDA ECON FED (40210-29),71282.08,New
446,01/25/2026 21:01,01/25/2026 21:12,david.miller.md@upr.edu,DAVID MILLER MD,School of Health Professions,,,,,,,,,,Department of Physical Therapy,,David Miller MD,david.miller.md@upr.edu,Accreditation Support - Right-sized reciprocal software,This initiative will transform our operations through technology and process improvement.,A. ACADEMIC EXCELLENCE AND INNOVATION,Goal 2: Foster professional development of faculty and non-teaching staff to support educational excellence.,,,,,,,,,,,,,,Mary Adams,No,,,N/A
447,01/29/2026 06:33,01/29/2026 06:41,joy.shelton@upr.edu,JOY SHELTON,School of Health Professions,,,,,,,,,,Department of Communicative Disorders,,Joy Shelton,joy.shelton@upr.edu,Clinical Trial Management - Multi-channeled bottom-line monitoring,This project addresses critical needs by developing strategic solutions and community partnerships.,B. RESEARCH TRANSFORMATION,,"Goal 1: Prioritize research at the RCM by maximizing the use of resources (human, fiscal, and physical) improving the efficiency of administrative processes, promoting dissemination activities and transdisciplinary collaboration, which in turn result in the generation of external funds.",,,,,,,,,,,,,Tiffany Smith,Yes,CPFF - F MEJORAS FONDOS FEDERALES (40470);PPIU - PLAN PRACT INTRAM (40312);RMF - F PAREO GRANTS (40320),136587.19,Existing
448,02/09/2026 23:29,02/09/2026 23:33,michael.blair@upr.edu,MICHAEL BLAIR,Graduate School of Public Health,,,,,,,,,,,Environmental Health,Michael Blair,michael.blair@upr.edu,Academic Advising System - Realigned 24hour array,This initiative will transform our operations through technology and process improvement.,A. ACADEMIC EXCELLENCE AND INNOVATION,Goal 3: Strengthen recruitment and promotion programs to attract more students to programs susceptible to enrollment increase.,,,,,,,,,,,,,,Claire Williams,Yes,FSTAID - F AYUDA ECON FED (40210-29);ISTFA - AYUDA INST ASIST ECON EST (40275),239014.98,Existing
449,01/21/2026 03:48,01/21/2026 03:59,katherine.white@upr.edu,KATHERINE WHITE,Dean of Academic Affairs,,Library Services,,,,,,,,,,Katherine White,katherine.white@upr.edu,Infrastructure Improvement - User-centric human-resource synergy,A comprehensive initiative focused on enhancing quality and implementing best practices.,"C. FISCAL SUSTAINABILITY, INFRASTRUCTURE RENEWAL, AND ADMINISTRATIVE EFFICIENCY",,,Goal 2: Strengthen physical and technological infrastructure for optimal service quality.,,,,,,,,,,,,Craig Townsend,Yes,CPPF - F MEJORAS DONATIVO PRIV (40280),38154.89,Pending
450,02/06/2026 15:51,02/06/2026 15:57,david.jones@upr.edu,DAVID JONES,School of Dental Medicine,,,,,,,Department of Pediatric Dentistry,,,,,David Jones,david.jones@upr.edu,Health Screening Program - Customizable actuating paradigm,This initiative will transform our operations through technology and process improvement.,D. WELL-BEING OF THE UNIVERSITY COMMUNITY AND SOCIAL COMMITMENT,,,,"Goal 1: Promote comprehensive wellbeing (physical, mental, emotional, and spiritual) through health and culture services.",,,,,,,,,,,Levi Harris,Yes,RCI - RECOBRO COSTOS IND (40330);SSTFA - F ESTATAL AYUDA ECON (20241-49),146099.02,Pending
451,02/09/2026 15:44,02/09/2026 15:54,jerry.weber@upr.edu,JERRY WEBER,School of Dental Medicine,,,,,,,Department of Oral and Maxillofacial Surgery,,,,,Jerry Weber,jerry.weber@upr.edu,Research Ethics Compliance - Grass-roots multi-state conglomeration,This project aims to improve outcomes through innovative approaches and collaborative efforts.,B. RESEARCH TRANSFORMATION,,Goal 2: Maintain RCM leadership in innovation and clinical/scientific research for sustainable local and global development.,,,,,,,,,,,,,Shawn Rodriguez,Yes,CPF - MEJORAS PERMANENTES (40411-69);RCI - RECOBRO COSTOS IND (40330);FIP - PAREO FONDO INSTITUCIONAL (40120),215450.71,Existing
452,01/25/2026 10:15,01/25/2026 10:20,kelly.powell@upr.edu,KELLY POWELL,School of Dental Medicine,,,,,,,Department of Periodontology,,,,,Kelly Powell,kelly.powell@upr.edu,Social Determinants Project - Automated bandwidth-monitored implementation,An interdisciplinary effort to advance our mission through education and resource optimization.,D. WELL-BEING OF THE UNIVERSITY COMMUNITY AND SOCIAL COMMITMENT,,,,Goal 3: Foster RCM participation in analyzing population health issues and disclosing institutional successes.,,,,,,,,,,,Michael English,No,,,N/A
453,02/18/2026 17:19,02/18/2026 17:29,wendy.gonzalez@upr.edu,WENDY GONZALEZ,Dean of Students,,,,Housing Office,,,,,,,,Wendy Gonzalez,wendy.gonzalez@upr.edu,Research Ethics Compliance - Polarized maximized model,An interdisciplinary effort to advance our mission through education and resource optimization.,B. RESEARCH TRANSFORMATION,,Goal 2: Maintain RCM leadership in innovation and clinical/scientific research for sustainable local and global development.,,,,,,,,,,,,,Olivia Ali,Yes,EMPAUX - F EMP AUX (20181);ISTFA - AYUDA INST ASIST ECON EST (40275),249366.55,Pending
454,02/17/2026 01:37,02/17/2026 01:41,tonya.hughes@upr.edu,TONYA HUGHES,Dean of Investigation,,,Office of the Dean of Investigation,,,,,,,,,Tonya Hughes,tonya.hughes@upr.edu,Continuing Education Series - Triple-buffered systematic monitoring,An interdisciplinary effort to advance our mission through education and resource optimization.,A. ACADEMIC EXCELLENCE AND INNOVATION,Goal 3: Strengthen recruitment and promotion programs to attract more students to programs susceptible to enrollment increase.,,,,,,,,,,,,,,David Proctor,Yes,EMPAUX - F EMP AUX (20181),160918.48,New
455,02/01/2026 23:48,02/02/2026 00:03,shawn.harris@upr.edu,SHAWN HARRIS,School of Nursing,,,,,,,,Nursing Research,,,,Shawn Harris,shawn.harris@upr.edu,Peer Support Network - Business-focused interactive monitoring,An interdisciplinary effort to advance our mission through education and resource optimization.,D. WELL-BEING OF THE UNIVERSITY COMMUNITY AND SOCIAL COMMITMENT,,,,Goal 3: Foster RCM participation in analyzing population health issues and disclosing institutional successes.,,,,,,,,,,,Ray Reyes,No,,,N/A
456,02/07/2026 08:07,02/07/2026 08:15,cameron.thompson@upr.edu,CAMERON THOMPSON,School of Medicine,,,,,,Department of Pharmacology,,,,,,Cameron Thompson,cameron.thompson@upr.edu,Publication Support Initiative - Managed global challenge,This initiative will transform our operations through technology and process improvement.,B. RESEARCH TRANSFORMATION,,Goal 2: Maintain RCM leadership in innovation and clinical/scientific research for sustainable local and global development.,,,,,,,,,,,,,Brenda Wells,Yes,CPF - MEJORAS PERMANENTES (40411-69);CPFF - F MEJORAS FONDOS FEDERALES (40470),92375.54,Existing
457,02/10/2026 13:22,02/10/2026 13:33,russell.fischer@upr.edu,RUSSELL FISCHER,School of Nursing,,,,,,,,Graduate Nursing Programs,,,,Russell Fischer,russell.fischer@upr.edu,Learning Management System Upgrade - Multi-layered 24/7 success,This project addresses critical needs by developing strategic solutions and community partnerships.,A. ACADEMIC EXCELLENCE AND INNOVATION,Goal 3: Strengthen recruitment and promotion programs to attract more students to programs susceptible to enrollment increase.,,,,,,,,,,,,,,Susan Clark,No,,,N/A
458,02/17/2026 23:55,02/18/2026 00:05,amanda.chung@upr.edu,AMANDA CHUNG,Dean of Academic Affairs,,Undergraduate Studies,,,,,,,,,,Amanda Chung,amanda.chung@upr.edu,Student Research Fellowship - Realigned tertiary forecast,This project aims to improve outcomes through innovative approaches and collaborative efforts.,B. RESEARCH TRANSFORMATION,,Goal 2: Maintain RCM leadership in innovation and clinical/scientific research for sustainable local and global development.,,,,,,,,,,,,,Brian Mann,Yes,GF - FONDO GENERAL (40110);RENDINC - INGRESOS FONDO DOTAL (40370);REVF - FONDOS ROTATORIOS (40380),128653.11,New
459,01/29/2026 16:53,01/29/2026 17:04,arthur.mason@upr.edu,ARTHUR MASON,School of Medicine,,,,,,Department of Surgery,,,,,,Arthur Mason,arthur.mason@upr.edu,Staff Training Program - Cross-group cohesive moderator,This project addresses critical needs by developing strategic solutions and community partnerships.,"C. FISCAL SUSTAINABILITY, INFRASTRUCTURE RENEWAL, AND ADMINISTRATIVE EFFICIENCY",,,Goal 2: Strengthen physical and technological infrastructure for optimal service quality.,,,,,,,,,,,,Sandra Thompson,Yes,CDBGMF - PAREO PROYECTOS FEMA (40472),118816.97,Existing
460,01/25/2026 18:53,01/25/2026 19:04,jonathan.barnett@upr.edu,JONATHAN BARNETT,Chancellor,Legal Affairs,,,,,,,,,,,Jonathan Barnett,jonathan.barnett@upr.edu,Learning Management System Upgrade - Ergonomic multi-state hardware,This project aims to improve outcomes through innovative approaches and collaborative efforts.,A. ACADEMIC EXCELLENCE AND INNOVATION,Goal 2: Foster professional development of faculty and non-teaching staff to support educational excellence.,,,,,,,,,,,,,,Kristin Miller,Yes,EMPAUX - F EMP AUX (20181);CPF - MEJORAS PROJETOS FEMA (40471),70962.01,New
461,02/13/2026 06:40,02/13/2026 06:42,michelle.russell@upr.edu,MICHELLE RUSSELL,Dean of Academic Affairs,,Graduate Studies,,,,,,,,,,Michelle Russell,michelle.russell@upr.edu,Grant Writing Support - Streamlined client-driven help-desk,A comprehensive initiative focused on enhancing quality and implementing best practices.,B. RESEARCH TRANSFORMATION,,Goal 2: Maintain RCM leadership in innovation and clinical/scientific research for sustainable local and global development.,,,,,,,,,,,,,Carrie Richards,No,,,N/A
462,02/18/2026 03:56,02/18/2026 04:00,michael.douglas@upr.edu,MICHAEL DOUGLAS,School of Pharmacy,,,,,,,,,Office of the Dean - Pharmacy,,,Michael Douglas,michael.douglas@upr.edu,Purchasing System Upgrade - Persistent mission-critical firmware,An interdisciplinary effort to advance our mission through education and resource optimization.,"C. FISCAL SUSTAINABILITY, INFRASTRUCTURE RENEWAL, AND ADMINISTRATIVE EFFICIENCY",,,Goal 1: Transform RCM through process reengineering under principles of efficiency and efficacy.,,,,,,,,,,,,Jamie Bolton,No,,,N/A
463,02/07/2026 10:56,02/07/2026 11:01,jerome.mcknight@upr.edu,JEROME MCKNIGHT,Graduate School of Public Health,,,,,,,,,,,Department of Health Policy and Management,Jerome Mcknight,jerome.mcknight@upr.edu,Grant Writing Support - User-friendly global knowledge user,This project aims to improve outcomes through innovative approaches and collaborative efforts.,B. RESEARCH TRANSFORMATION,,"Goal 1: Prioritize research at the RCM by maximizing the use of resources (human, fiscal, and physical) improving the efficiency of administrative processes, promoting dissemination activities and transdisciplinary collaboration, which in turn result in the generation of external funds.",,,,,,,,,,,,,Marcus Mercado,Yes,REVF - FONDOS ROTATORIOS (40380),100287.46,New
464,02/08/2026 19:44,02/08/2026 19:53,christopher.hodges@upr.edu,CHRISTOPHER HODGES,School of Pharmacy,,,,,,,,,Department of Pharmacy Practice,,,Christopher Hodges,christopher.hodges@upr.edu,Community Outreach Initiative - User-friendly didactic database,This initiative will transform our operations through technology and process improvement.,D. WELL-BEING OF THE UNIVERSITY COMMUNITY AND SOCIAL COMMITMENT,,,,Goal 3: Foster RCM participation in analyzing population health issues and disclosing institutional successes.,,,,,,,,,,,Victor Young,No,,,N/A
465,01/23/2026 03:27,01/23/2026 03:29,mr..christian.campos@upr.edu,MR. CHRISTIAN CAMPOS,Dean of Administration,,,,,Security Office,,,,,,,Mr. Christian Campos,mr..christian.campos@upr.edu,Peer Support Network - Future-proofed local complexity,This project addresses critical needs by developing strategic solutions and community partnerships.,D. WELL-BEING OF THE UNIVERSITY COMMUNITY AND SOCIAL COMMITMENT,,,,Goal 2: Optimize participation in collaborative social impact projects in the community.,,,,,,,,,,,Linda Johnson,No,,,N/A
466,02/02/2026 01:55,02/02/2026 02:06,julie.johnson@upr.edu,JULIE JOHNSON,Graduate School of Public Health,,,,,,,,,,,Department of Biostatistics,Julie Johnson,julie.johnson@upr.edu,Staff Training Program - Devolved national database,An interdisciplinary effort to advance our mission through education and resource optimization.,"C. FISCAL SUSTAINABILITY, INFRASTRUCTURE RENEWAL, AND ADMINISTRATIVE EFFICIENCY",,,Goal 2: Strengthen physical and technological infrastructure for optimal service quality.,,,,,,,,,,,,Kimberly Bird,No,,,N/A
467,01/30/2026 18:50,01/30/2026 19:04,timothy.stafford@upr.edu,TIMOTHY STAFFORD,Graduate School of Public Health,,,,,,,,,,,Environmental Health,Timothy Stafford,timothy.stafford@upr.edu,Research Ethics Compliance - Expanded asynchronous orchestration,This project aims to improve outcomes through innovative approaches and collaborative efforts.,B. RESEARCH TRANSFORMATION,,"Goal 1: Prioritize research at the RCM by maximizing the use of resources (human, fiscal, and physical) improving the efficiency of administrative processes, promoting dissemination activities and transdisciplinary collaboration, which in turn result in the generation of external funds.",,,,,,,,,,,,,Johnny Morgan,Yes,GF - FONDO GENERAL (40110),103400.94,Pending
